"Short desc","Keywords","Level","Vnum","Room","Location","Flags","Weight","Value","Material","Worn","Item type","AC/SLevel","Capacity","Spells","Affects","hit roll","damage roll","hp","mana","moves","armor class","strength","dexterity","intelligence","wisdom","constitution","Bit affects",","Other"
"","scroll bound",0,5216,5231,"inside the desk in South wing of the city hall","----M-----------------",2,5000,"vellum","(take)","scroll",15,0,"detect evil,detect invis,detect invis","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","flute silver",9,5217,5232,"on a lamia","----M--g--------------",10,3300,"silver","(hold)","staff",17,1,"charm person","-2dex",0,0,0,0,0,0,0,-2,0,0,0,"",,""
"","cabinet glass",0,5227,5233,"in room: East wing of the city hall","----------------------",0,0,"glass","(none)","container",5226,"500lbs, 100 max (100% bulk),"close closed locked","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bracer bronze",10,3105,5233,"inside the glass cabinet in East wing of the city hall","----------------------",30,760,"bronze","(wrist)","armor","3/6/6/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","robe black silk",5,5222,5236,"on The mimic","----------------------",60,410,"silk","(body)","armor","1/1/1/5",0,"","+10man",0,0,0,10,0,0,0,0,0,0,0,"",,""
"","arm rotted",0,5228,5242,"in room: A bath house","----------------------",200,0,"flesh","(take)","food",50,50,"poisoned","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","crystalline oak GAIASTORM",60,192,5245,"in room: On the second floor","-------------P--------",2000,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","two-handed two sword",26,5221,5247,"on The stone golem","-E--M-----------------",240,3300,"iron","(wield)","weapon(chop)","2d12",0,"two-handed","+2hit,+3dam",2,3,0,0,0,0,0,0,0,0,0,"",,""
"","mithril vest",26,5200,5247,"on The stone golem","-E--M-----------------",300,7600,"mithril","(torso)","armor","8/8/8/2",0,"","+1dam,+2str",0,1,0,0,0,0,2,0,0,0,0,"",,""
"","boots mithril",25,5204,5247,"on The stone golem","-E--M-----------------",60,3100,"mithril","(feet)","armor","8/8/8/2",0,"","+1hit,+1dex",1,0,0,0,0,0,0,1,0,0,0,"",,""
"","girth mithril",26,5206,5247,"on The stone golem","-E--M-----------------",60,5200,"mithril","(waist)","armor","8/8/8/2",0,"","+2con",0,0,0,0,0,0,0,0,0,0,2,"",,""
"","helm mithril",27,5201,5254,"on The stone golem","-E--M-----------------",100,3400,"mithril","(head)","armor","8/8/8/2",0,"","+2hit",2,0,0,0,0,0,0,0,0,0,0,"",,""
"","gauntlets mithril",25,5202,5254,"on The stone golem","-E--M-----------------",100,2700,"mithril","(hands)","armor","8/8/8/2",0,"","+1hit,+1dam",1,1,0,0,0,0,0,0,0,0,0,"",,""
"","longsword commoner",11,5100,5272,"on the drow scout","----------------------",20,910,"adamantite","(wield)","weapon(slash)","2d6",0,"none","+1hit,+1dam",1,1,0,0,0,0,0,0,0,0,0,"",,""
"","dwarven hammer",17,6504,6505,"on the dwarven guard","----------------------",30,880,"iron wood","(wield)","weapon(pound)","4d4",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","dwarven plate",20,6505,6505,"on the dwarven guard","----------------------",150,2900,"iron","(torso)","armor","7/7/7/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","stick",0,6507,6505,"in room: Entrance to Mountain","----------------------",10,0,"wood cloth","(hold)","light",0,50,"(limited)","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","two-handed dwarven axe",17,6509,6509,"on the dwarven guard","----------------------",150,4100,"wood steel","(wield)","weapon(cleave)","2d7",0,"two-handed","+2hit,+2str",2,0,0,0,0,0,2,0,0,0,0,"",,""
"","helmet",20,6510,6509,"on the dwarven guard","----------------------",40,1450,"iron","(head)","armor","7/7/7/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","gloves",13,6512,6509,"on the dwarven guard","----------------------",20,2000,"leather","(hands)","armor","5/5/5/0",0,"","+1str,+1dex",0,0,0,0,0,0,1,1,0,0,0,"",,""
"","club",10,6508,6523,"on the dwarf","----------------------",10,510,"wood","(wield)","weapon(pound)","2d6",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","stick",11,6506,6534,"in room: Hospital","----------------------",10,4800,"wood cloth","(hold)","staff",4,10,"cure critical","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pills",0,6519,6534,"on the dwarven doctor","----------------------",10,300,"unknown","(take)","pill",20,0,"change sex","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","barrel beer",0,3000,6534,"on the dwarven doctor","----------------------",160,75,"wood","(take)","drink container",0,10,"beer","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bottle firebreather",0,3003,6534,"on the dwarven doctor","----------------------",10,25,"glass","(take)","drink container",0,12,"firebreather","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potpie pot pie",0,3009,6534,"on the dwarven doctor","----------------------",20,22,"food","(take)","food",20,40,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","lantern",0,3031,6534,"on the dwarven doctor","----------------------",40,75,"brass","(take)","light",0,250,"(limited)","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","crystalline oak GAIASTORM",60,192,6549,"in room: Maze","-------------P--------",2000,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pick",3,6518,6551,"in room: Mining equipment room","------------b---------",10,240,"iron wood","(wield)","weapon(pierce)","2d3",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Altar Alabaster Crest Sacellum",60,193,5002,"in room: A long tunnel","----------------------",2000,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","sword long",7,3022,5009,"on The drider","----------------------",50,1800,"steel","(wield)","weapon(slash)","4d9",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","banded mail",23,5001,5011,"on The dracolich","----M--g--------------",0,7300,"wood-iron","(torso)","armor","7/7/7/0",0,"","-4arm,+2dex",0,0,0,0,0,-4,0,2,0,0,0,"",,""
"","halberd",29,5002,5011,"on The dracolich","----M-------b---------",160,1620,"steel","(wield)","weapon(cleave)","2d14",0,"two-handed","+2hit,+2dam",2,2,0,0,0,0,0,0,0,0,0,"",,""
"","bone",0,5005,5011,"in room: Giant cave","----------------------",50,140,"bone","(wield)","weapon(pound)","1d4",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pick",5,5000,5014,"on The dark dwarf","G---------------------",30,320,"wood silver-iron","(wield)","weapon(pierce)","1d9",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","sword small",0,3021,5025,"on The dervish","----------------------",30,1200,"steel","(wield)","weapon(slice)","3d9",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","crystalline oak GAIASTORM",60,192,5028,"in room: The Sands of Sorrow","-------------P--------",2000,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion pink",13,5019,5028,"on The giant, purple sand worm","---------------R------",60,1220,"clay","(take)","potion",25,0,"cure light,cure light,cure light,cure light","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","wand platinum",2,5020,5028,"on The giant, purple sand worm","--------h-------------",80,990,"platinium","(hold)","wand",30,10,"magic missile","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bow energy strange",21,5021,5028,"on The giant, purple sand worm","----M--gh---b---------",22,1340,"unknown","(wield)","weapon(blast)","3d9",0,"none","+1hit,+1dam",1,1,0,0,0,0,0,0,0,0,0,"",,""
"","cutlass",12,5018,5059,"on The nomad warrior","--N-------------------",50,930,"adamantite","(wield)","weapon(slash)","2d7",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scimitar",12,5017,5060,"on The nomad commander","--N-------------------",60,990,"steel","(wield)","weapon(slash)","2d7",0,"none","+1hit",1,0,0,0,0,0,0,0,0,0,0,"",,""
"","basket",0,5007,5060,"in room: The main tent","----------------------",20,20,"leather","(take)","container",0,"100lbs, 10 max (100% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","stakes",0,5012,5060,"inside a small wicker basket in The main tent","----------------------",60,20,"wood","(take)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","rope",0,5011,5060,"inside a small wicker basket in The main tent","----------------------",120,20,"linen","(take)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","sabre",16,5016,5061,"on The nomad leader","--N-------------------",70,1410,"steel","(wield)","weapon(slash)","2d8",0,"none","+2hit",2,0,0,0,0,0,0,0,0,0,0,"",,""
"","basket",0,5008,5061,"in room: The main tent","----------------------",20,20,"leather","(take)","container",0,"100lbs, 10 max (100% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","basket",0,5009,5061,"in room: The main tent","----------------------",20,20,"wood","(take)","container",0,"100lbs, 10 max (100% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","basket",0,5010,5061,"in room: The main tent","----------------------",0,0,"wood","(none)","container",0,"100lbs, 0 max (100% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","map",0,5013,5061,"inside a small wicker basket in The main tent","----------------------",10,5,"paper","(take)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scroll encrypted",11,5022,5065,"on the brass dragon","----------------------",70,1730,"vellum","(take)","scroll",22,0,"cure blindness,remove curse,cure poison","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","chest",0,5023,5070,"in room: A small shaft","----------------------",0,0,"iron-wood","(none)","container",5024,"200lbs, 200 max (100% bulk),"close closed locked","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","strange herbs green bunch",1,2609,2609,"in room: The Park","----------------------",10,1494,"food","(take)","pill",1,0,"detect hidden,detect poison,detect invis,infravision","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","strange herbs green bunch",1,2696,2616,"in room: The trail","----M-----------------",1,1456,"food","(take)","pill",1,0,"change sex,fly,word of recall,pass door","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","strengthening herbs red bunch",1,2607,2622,"in room: The Garden","----------------------",10,355,"food","(take)","pill",2,0,"giant strength,refresh,haste","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","healing herb green bunch",1,2608,2622,"in room: The Garden","----------------------",20,2437,"food","(take)","pill",1,0,"cure light","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","uniform",22,2661,2627,"on a bodyguard","----M-----------------",60,6000,"cloth","(torso)","armor","8/8/8/0",0,"","-15arm",0,0,0,0,0,-15,0,0,0,0,0,"",,""
"","saber",22,2662,2627,"on a bodyguard","----M-----------------",80,7000,"steel","(wield)","weapon(slash)","4d5",0,"none","+1hit",1,0,0,0,0,0,0,0,0,0,0,"",,""
"","corpse goldfish",1,2612,2635,"on a goldfish","----------------------",10,0,"food","(take)","food",5,5,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","corpse guppy",1,2611,2637,"on a guppy","----------------------",10,0,"food","(take)","food",4,4,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","vest junior guard",14,2619,2663,"on A Watcher of {DGA{WIA{gS{WTO{DRM","----M-----------------",60,2448,"leather","(torso)","armor","6/6/6/0",0,"","-10arm",0,0,0,0,0,-10,0,0,0,0,0,"",,""
"","shield junior guard",14,2620,2663,"on A Watcher of {DGA{WIA{gS{WTO{DRM","----M-----------------",60,2400,"leather","(shield)","armor","6/6/6/0",0,"","+2dex",0,0,0,0,0,0,0,2,0,0,0,"",,""
"","lantern junior guard",0,2621,2663,"on A Watcher of {DGA{WIA{gS{WTO{DRM","----------------------",20,10,"bronze","(take)","light",0,20,"(limited)","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","cudgel junior guard",14,2622,2663,"on A Watcher of {DGA{WIA{gS{WTO{DRM","----------------------",50,2560,"iron","(wield)","weapon(crush)","5d4",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","gerighelm guard ring",15,2624,2668,"on a Gerighelm cityguard","----------------------",10,2640,"bronze","(finger)","armor","6/6/6/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","vest guard gerighelm",16,2629,2668,"on a Gerighelm cityguard","----------------------",70,2720,"bronze","(torso)","armor","6/6/6/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","sword guard gerighelm",15,2635,2668,"on a Gerighelm cityguard","----------------------",80,2400,"bronze","(wield)","weapon(slash)","5d4",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","cloak guard gerighelm",16,2631,2668,"on a Gerighelm cityguard","----M-----------------",50,2560,"cloth","(neck)","armor","6/6/6/0",0,"","-1arm,+1str,+1con",0,0,0,0,0,-1,1,0,0,0,1,"",,""
"","haha",0,2600,2670,"on a baker","----M---hd-v------B-#-",30000,0,"Marble","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","apple pie",0,2601,2670,"on a baker","--------------------#-",4,10,"food","(take)","food",40,40,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","beet",0,2602,2670,"on a baker","--------------------#-",4,40,"food","(take)","food",50,50,"poisoned","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","carrot",0,2603,2670,"on a baker","--------------------#-",4,10,"food","(take)","food",20,20,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","lute",9,2613,2671,"on a troubadour","----M-----------------",20,810,"wood","(hold)","wand",10,3,"gas breath","-100mov,-10con",0,0,0,0,-100,0,0,0,0,0,-10,"",,""
"","vest junior guard",10,2619,2672,"on the blacksmith Vendy","----M---------------#-",60,2448,"leather","(torso)","armor","6/6/6/0",0,"","-10arm",0,0,0,0,0,-10,0,0,0,0,0,"",,""
"","shield junior guard",10,2620,2672,"on the blacksmith Vendy","----M---------------#-",60,2400,"leather","(shield)","armor","6/6/6/0",0,"","+2dex",0,0,0,0,0,0,0,2,0,0,0,"",,""
"","Altar Alabaster Crest Sacellum",60,193,2674,"in room: Herbalist Shop","----------------------",2000,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","strengthening herbs red bunch",5,2607,2674,"on the herbalist","--------------------#-",10,355,"food","(take)","pill",2,0,"giant strength,refresh,haste","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","healing herb green bunch",5,2608,2674,"on the herbalist","--------------------#-",20,2437,"food","(take)","pill",1,0,"cure light","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","sharp fingernail nail finger",10,2623,2681,"on an old biddy","----------------------",10,901,"iron","(wield)","weapon(stab)","2d7",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","doll",4,2618,2681,"on a little girl","----------------------",30,150,"cloth","(hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","belt guard gerighelm",16,2633,2682,"on a Gerighelm cityguard","----------------------",20,2400,"bronze","(waist)","armor","6/6/6/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","shield guard gerighelm",16,2628,2682,"on a Gerighelm cityguard","----------------------",60,2400,"bronze","(shield)","armor","6/6/6/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","stick",4,2616,2682,"on a little boy","----------------------",50,300,"wood","(wield)","weapon(pound)","2d5",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","helm defenders",20,2637,2690,"on a Defender of Gerighelm","----------------------",40,3800,"gold","(head)","armor","6/6/6/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","sword defenders",20,2638,2690,"on a Defender of Gerighelm","----------------------",80,1000,"iron","(wield)","weapon(slash)","5d5",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","sleeves defenders",18,2750,2690,"on a Defender of Gerighelm","----------------------",60,1000,"gold","(arms)","armor","6/6/6/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","leggings defenders",18,2751,2690,"on a Defender of Gerighelm","----------------------",70,1500,"silver","(legs)","armor","6/6/6/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","shield defenders",18,2752,2690,"on a Defender of Gerighelm","----------------------",80,1500,"silver","(shield)","armor","6/6/6/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","ring defender",18,2753,2690,"on a Defender of Gerighelm","----M-----------------",10,1500,"gold","(finger)","armor","6/6/6/0",0,"","+20hp",0,0,20,0,0,0,0,0,0,0,0,"",,""
"","vest defender",18,2754,2690,"on a Defender of Gerighelm","----------------------",60,1500,"silver","(torso)","armor","5/5/5/-1",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","cape defender",18,2755,2690,"on a Defender of Gerighelm","----------------------",80,1500,"gold","(body)","armor","6/6/6/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","cloak defender",18,2756,2690,"on a Defender of Gerighelm","----------------------",60,1500,"silver","(neck)","armor","6/6/6/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","gloves defender",18,2757,2690,"on a Defender of Gerighelm","----------------------",70,4000,"gold","(hands)","armor","6/6/6/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","belt defender",18,2758,2690,"on a Defender of Gerighelm","----------------------",70,1500,"gold","(waist)","armor","6/6/6/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bracer defender",18,2759,2690,"on a Defender of Gerighelm","----------------------",30,1500,"silver","(wrist)","armor","6/6/6/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","boots defender",18,2760,2690,"on a Defender of Gerighelm","----------------------",50,3420,"silver","(feet)","armor","6/6/6/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","haha",1,2600,2699,"in room: {yAt the altar.{x","----M---hd-v------B---",30000,0,"Marble","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","harp",9,2614,2703,"on a troubadour","----M-----------------",20,4200,"gold","(hold)","wand",20,1,"word of recall","+12hp",0,0,12,0,0,0,0,0,0,0,0,"",,""
"","beer bottle",0,2604,2704,"on the merchant","--------------------#-",10,100,"glass","(take)","drink container",0,2,"beer","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","magic water pitcher",0,2605,2704,"on the merchant","--------------------#-",5,100,"glass","(take)","drink container",0,250,"water","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","leggings guard gerighelm",16,2627,2705,"on a Gerighelm cityguard","----------------------",50,2448,"bronze","(legs)","armor","6/6/6/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","boots guard gerighelm",16,2636,2705,"on a Gerighelm cityguard","----------------------",50,3060,"bronze","(feet)","armor","6/6/6/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion return recall",5,3041,2710,"on the old witch","----M---------------#-",10,2020,"glass","(hold)","potion",20,0,"word of recall","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion cure light",5,3083,2710,"on the old witch","----M---------------#-",10,400,"glass","(hold)","potion",25,0,"cure light","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion cure serious",5,3084,2710,"on the old witch","----M---------------#-",10,1500,"glass","(hold)","potion",30,0,"cure light","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion cure critical critic",5,3085,2710,"on the old witch","----M---------------#-",10,3000,"glass","(hold)","potion",50,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion antidote bottle",5,3086,2710,"on the old witch","----M---------------#-",10,2550,"clay","(hold)","potion",14,0,"cure poison,cure light","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion cure blindness",5,3087,2710,"on the old witch","----M---h-----------#-",10,2500,"glass","(hold)","potion",40,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","vial holy water",5,3088,2710,"on the old witch","----M--g----b-------#-",10,4500,"crystal","(hold)","potion",20,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion armor",5,3089,2710,"on the old witch","----M---------------#-",10,200,"glass","(hold)","potion",10,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion galliard resistance",5,3090,2710,"on the old witch","----M---h-----------#-",10,10000,"glass","(hold)","potion",35,0,"magic resistance,plague immunity,poison immunity","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion fly flying",5,3091,2710,"on the old witch","----M---------------#-",10,1250,"glass","(hold)","potion",9,0,"fly","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion true sight",5,3092,2710,"on the old witch","----M---------------#-",10,9000,"glass","(hold)","potion",10,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","wand magic missile missiles",15,3044,2710,"on the old witch","----M---------------#-",10,1200,"wood","(hold)","wand",4,10,"magic missile","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","umbrella",7,2615,2722,"on a citizen of Gerighelm","-E-------d------------",50,5000,"wood","(wield)","weapon(bite)","3d4",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","mace",6,2655,2723,"on a citizen of Gerighelm","----M--g--------------",10,870,"wood","(wield)","weapon(pound)","2d4",0,"none","+3str,+1dex",0,0,0,0,0,0,3,1,0,0,0,"",,""
